0.691428571	0.005714286	0.005714286	0.005741342	0.005768398	0.005714286	0.005725108	0.371428571	0.015428571	0.005714286	0.005714286	0.64	0.365714286	1	0.062857143	0.011428571	0.497142857	0.537142857	0.582857143	0.245714286	0	1
0.963768116	0	0	0	0	0	0	0.543478261	0.001449275	0.65942029	0.021014493	0.050724638	0.949275362	1	0.007246377	0	0.963768116	0.971014493	0.97826087	0	0	1
0.857142857	0	1.22E-05	6.11E-05	7.34E-05	0	1.22E-05	0.360248447	0.01552795	0	0.007453416	0.658385093	0.341614907	1	0.049689441	0.00621118	0.726708075	0.639751553	0.739130435	0.472049689	0	1
0.734463277	9.46E-06	0	6.62E-05	7.57E-05	0	0	0.344632768	0.011299435	0	0	0.717514124	0.282485876	1	0.028248588	0	0.683615819	0.553672316	0.649717514	0.531073446	0	1
0.858064516	0	0	6.42E-05	1.97E-05	0	1.48E-05	0.393548387	0.018064516	0	0	0.632258065	0.367741935	1	0.025806452	0	0.806451613	0.612903226	0.664516129	0.612903226	0	1
0.666666667	0	9.64E-06	3.85E-05	2.89E-05	0	9.64E-06	0.338541667	0.013020833	0	0	0.671875	0.328125	1	0.03125	0	0.541666667	0.489583333	0.598958333	0.145833333	0	1
0.847953216	0.005847953	0.005857556	0.005857556	0.005847953	0.005847953	0.005847953	0.497076023	0.007602339	0.204678363	0.038011696	0.228070175	0.777777778	1	0.01754386	0.005847953	0.847953216	0.842105263	0.85380117	0.005847953	0	1
0.874172185	0	0	4.29E-05	0	7.14E-06	7.14E-06	0.21192053	0.008609272	0	0.090066225	0.602649007	0.397350993	1	0.006622517	0.006622517	0.655629139	0.768211921	0.82781457	0.476821192	0.006622517	1
0.88	0	0	7.51E-05	9.39E-06	0	0	0.213333333	0.008666667	0	0.094666667	0.6	0.4	1	0.013333333	0.02	0.66	0.78	0.833333333	0.406666667	0.006666667	1
0.803571429	0	0	0	0	0	0	0.369047619	0.00297619	0.422619048	0.041071429	0.577380952	0.422619048	1	0.017857143	0	0.851190476	0.845238095	0.857142857	0.005952381	0.005952381	1
0.590425532	0.005328226	0.005337303	0.005328226	0.005364534	0.005319149	0.005328226	0.367021277	0.022340426	0.005319149	0.005319149	0.664893617	0.340425532	1	0.037234043	0.010638298	0.489361702	0.420212766	0.505319149	0.212765957	0	1
0.684210526	0	0.001821647	1.68E-05	1.68E-05	0	1.68E-05	0.152631579	0.011578947	0	0.041052632	0.715789474	0.284210526	1	0.068421053	0	0.678947368	0.557894737	0.642105263	0.678947368	0	1
0.858064516	0	0	7.72E-05	7.02E-06	0	1.40E-05	0.387096774	0.019354839	0	0	0.625806452	0.374193548	1	0.025806452	0	0.806451613	0.619354839	0.677419355	0.509677419	0	1
0.973333333	0	0	0	0	0	0	0.56	0.001333333	0.54	0.019333333	0.066666667	0.933333333	1	0.006666667	0	0.973333333	0.966666667	0.98	0	0	1
0.780645161	0.006451613	0.006451613	0.006486449	0.006493416	0.006451613	0.00645858	0.406451613	0.016129032	0.006451613	0.066451613	0.55483871	0.451612903	1	0.032258065	0.012903226	0.561290323	0.658064516	0.638709677	0.419354839	0	1
0.780645161	0.006451613	0.006451613	0.00648263	0.006507444	0.006451613	0.006457816	0.406451613	0.016129032	0.006451613	0.063225806	0.55483871	0.451612903	1	0.038709677	0.012903226	0.561290323	0.664516129	0.658064516	0.419354839	0	1
0.953488372	0	0	0	0	0	0	0.542635659	0.002325581	0.542635659	0.034108527	0.147286822	0.852713178	1	0.015503876	0	0.953488372	0.96124031	0.968992248	0.007751938	0.007751938	1
0.814371257	7.13E-06	0	1.43E-05	2.85E-05	0	1.43E-05	0.143712575	0.013772455	0	0	0.694610778	0.305389222	1	0.035928144	0.011976048	0.754491018	0.688622754	0.730538922	0.341317365	0	1
0.986842105	0	0.000158529	0	0	0	0	0.519736842	0.001315789	0.552631579	0.018421053	0.032894737	0.967105263	1	0.006578947	0	0.986842105	0.980263158	0.993421053	0	0	1
0.857142857	0	0	5.78E-05	8.10E-05	0	0	0.354037267	0.01552795	0	0.004347826	0.658385093	0.341614907	1	0.037267081	0.00621118	0.838509317	0.677018634	0.763975155	0.701863354	0.00621118	1
0.9375	0	2.24E-05	0	0	0	0	0.5125	0.0025	0.2375	0.0325	0.075	0.925	1	0	0	0.95	0.9625	0.96875	0.00625	0	1
0.957446809	0	9.44E-05	7.86E-06	0	0	0	0.489361702	0.00212766	0.553191489	0.027659574	0.063829787	0.936170213	1	0.007092199	0	0.964539007	0.964539007	0.971631206	0	0	1
0.64321608	0	9.69E-05	1.53E-05	1.53E-05	0	1.53E-05	0.145728643	0.011055276	0	0.036180905	0.728643216	0.271356784	1	0.070351759	0	0.648241206	0.537688442	0.623115578	0.633165829	0	1
0.924137931	0	2.41E-05	0	0	0	0	0.544827586	0.00137931	0.282758621	0.037931034	0.117241379	0.882758621	1	0.013793103	0	0.931034483	0.931034483	0.937931034	0.006896552	0	1
0.896551724	0	0.0023856	0	0	0	2.17E-05	0.551724138	0.002068966	0	0.051034483	0.337931034	0.662068966	1	0.020689655	0	0.744827586	0.848275862	0.84137931	0.268965517	0.006896552	1
0.961538462	0	8.59E-06	0	0	0	0	0.538461538	0.001923077	0.205128205	0.03974359	0.128205128	0.871794872	1	0	0	0.961538462	0.961538462	0.967948718	0.006410256	0.006410256	1
0.72972973	0.005431351	0.005414054	0.005414054	0.005422703	0.005405405	0.005422703	0.340540541	0.013513514	0.005405405	0.005405405	0.616216216	0.389189189	1	0.027027027	0.005405405	0.486486486	0.616216216	0.6	0.805405405	0	1
0.806060606	0	9.02E-06	3.61E-05	1.80E-05	0	1.80E-05	0.363636364	0.013333333	0	0.03030303	0.636363636	0.363636364	1	0.03030303	0	0.606060606	0.63030303	0.654545455	0.315151515	0	1
0.536885246	0.004105307	0.004105307	0.004133093	0.004133093	0.004098361	0.004105307	0.266393443	0.013934426	0.004098361	0.004098361	0.663934426	0.209016393	0.868852459	0.036885246	0.004098361	0.25	0.352459016	0.463114754	1	0	1
0.572164948	0.005172506	0.005163573	0.005190373	0.005190373	0.005154639	0.005163573	0.355670103	0.020618557	0.005154639	0.005154639	0.690721649	0.31443299	1	0.036082474	0.005154639	0.474226804	0.43814433	0.489690722	0.237113402	0	1
0.789473684	0	0	2.34E-05	8.59E-05	0	0	0.388157895	0.010526316	0	0.073026316	0.546052632	0.453947368	1	0.026315789	0.006578947	0.598684211	0.697368421	0.697368421	0.368421053	0	1
0.961538462	0	0.000181422	0	0	0	0	0.455128205	0.002564103	0.115384615	0.050641026	0.108974359	0.891025641	1	0	0	0.967948718	0.967948718	0.974358974	0	0.006410256	1
0.956834532	0	0	7.23E-05	2.41E-05	0	8.03E-06	0.431654676	0.023741007	0	0	0.582733813	0.417266187	1	0.014388489	0	0.899280576	0.690647482	0.798561151	0.539568345	0.007194245	1
0.820987654	0	0	6.09E-05	1.87E-05	0	1.41E-05	0.37654321	0.017283951	0	0	0.648148148	0.351851852	1	0.037037037	0	0.771604938	0.592592593	0.635802469	0.586419753	0	1
0.666666667	0	1.30E-05	3.47E-05	3.04E-05	0	8.68E-06	0.338541667	0.013020833	0	0	0.671875	0.328125	1	0.026041667	0	0.59375	0.505208333	0.604166667	0.130208333	0	1
0.973684211	0	7.96E-05	0	0	0	0	0.493421053	0.001315789	0.552631579	0.019078947	0.046052632	0.953947368	1	0.006578947	0	0.973684211	0.973684211	0.980263158	0	0	1
0.708791209	0	0.001868378	2.46E-05	1.23E-05	0	1.84E-05	0.164835165	0.011538462	0	0.046703297	0.703296703	0.296703297	1	0.071428571	0	0.708791209	0.571428571	0.659340659	0.758241758	0	1
0.862068966	0	0	7.99E-06	0	0	0	0.465517241	0.002298851	0.097701149	0.040804598	0.252873563	0.747126437	1	0.011494253	0	0.873563218	0.862068966	0.867816092	0.005747126	0	1
0.779220779	0	0	3.05E-05	6.87E-05	0	0	0.38961039	0.01038961	0	0.058441558	0.551948052	0.448051948	1	0.025974026	0.006493506	0.558441558	0.681818182	0.681818182	0.487012987	0	1
0.722826087	4.72E-06	0	5.66E-05	2.36E-05	0	9.44E-06	0.331521739	0.014673913	0	0	0.717391304	0.282608696	1	0.027173913	0	0.679347826	0.52173913	0.597826087	0.559782609	0	1
0.734463277	1.16E-05	0	8.12E-05	8.12E-05	0	0	0.333333333	0.011864407	0	0	0.717514124	0.282485876	1	0.04519774	0.011299435	0.683615819	0.570621469	0.649717514	0.446327684	0	1
0.806060606	0	6.22E-06	3.73E-05	1.24E-05	0	1.24E-05	0.363636364	0.016969697	0	0.046666667	0.636363636	0.363636364	1	0.03030303	0	0.721212121	0.606060606	0.672727273	0.321212121	0	1
0.711956522	0	0.001754035	9.09E-06	9.09E-06	0	9.09E-06	0.331521739	0.010326087	0	0.066847826	0.695652174	0.304347826	1	0.059782609	0	0.72826087	0.652173913	0.711956522	0.309782609	0	1
0.895833333	0	6.14E-06	4.30E-05	4.30E-05	0	1.84E-05	0.458333333	0.020138889	0	0	0.652777778	0.347222222	1	0.055555556	0	0.729166667	0.590277778	0.756944444	0.076388889	0	1
0.944055944	0	0	0	0	0	0	0.475524476	0.002097902	0.503496503	0.027272727	0.06993007	0.93006993	1	0.006993007	0	0.958041958	0.951048951	0.965034965	0	0	1
0.772151899	0.006329114	0.006335625	0.006348648	0.00640074	0.006335625	0.006329114	0.430379747	0.019620253	0.006329114	0.006329114	0.651898734	0.35443038	1	0.03164557	0.012658228	0.430379747	0.518987342	0.556962025	0.569620253	0	1
0.722826087	3.90E-06	0	5.07E-05	1.95E-05	0	1.17E-05	0.326086957	0.015217391	0	0	0.690217391	0.309782609	1	0.043478261	0	0.679347826	0.532608696	0.565217391	0.516304348	0	1
0.95035461	0	0	0	0	0	0	0.588652482	0.00141844	0.453900709	0.024822695	0.078014184	0.921985816	1	0.007092199	0	0.957446809	0.95035461	0.964539007	0	0	1
0.801204819	0.006024096	0.007819031	0.00603639	0.00603639	0.006024096	0.006048685	0.228915663	0.019879518	0.006024096	0.006024096	0.674698795	0.331325301	1	0.036144578	0.012048193	0.457831325	0.530120482	0.469879518	0.524096386	0	1
0.938461538	0	0	1.17E-05	0	0	0	0.646153846	0.003846154	0.038461538	0.104615385	0.523076923	0.476923077	1	0	0	0.938461538	0.938461538	0.946153846	0.023076923	0.007692308	1
0.992907801	0	5.44E-05	4.35E-05	1.09E-05	0	2.18E-05	0.439716312	0.017021277	0.014184397	0.00212766	0.397163121	0.602836879	1	0.021276596	0	0.929078014	0.872340426	0.921985816	0.078014184	0.007092199	1
0.854304636	0	5.61E-06	3.36E-05	5.05E-05	0	1.12E-05	0.430463576	0.019205298	0	0	0.668874172	0.331125828	1	0.039735099	0.013245033	0.695364238	0.556291391	0.735099338	0.079470199	0	1
0.721925134	0.005368294	0.005347594	0.005347594	0.005354494	0.005347594	0.005368294	0.347593583	0.015508021	0.005347594	0.005347594	0.647058824	0.35828877	1	0.053475936	0.005347594	0.475935829	0.561497326	0.572192513	0.588235294	0	1
0.984615385	0	0	0	0	0	0	0.615384615	0.003846154	0	0.052307692	0.123076923	0.876923077	1	0	0	0.969230769	0.953846154	0.961538462	0.007692308	0.007692308	1
0.720430108	0.005384091	0.005376344	0.005422825	0.005399585	0.005376344	0.005399585	0.344086022	0.016666667	0.005376344	0.005376344	0.720430108	0.284946237	1	0.02688172	0.005376344	0.677419355	0.510752688	0.52688172	0.795698925	0	1
0.944055944	0	0	0	0	0	0	0.468531469	0.002797203	0.482517483	0.032167832	0.531468531	0.468531469	1	0.013986014	0	0.958041958	0.951048951	0.965034965	0	0.006993007	1
0.925	0	1.05E-05	3.14E-05	0	0	0	0.5125	0.0025	0.03125	0.0525	0.1125	0.8875	1	0	0	0.9375	0.94375	0.94375	0	0	1
0.572164948	0.005176006	0.005165322	0.005181347	0.005197372	0.005154639	0.005159981	0.350515464	0.022164948	0.005154639	0.005154639	0.675257732	0.329896907	1	0.030927835	0.005154639	0.458762887	0.443298969	0.505154639	0.309278351	0	1
